# Owned Arena pool for The Cabbage Merchant (mono-G identity, brawl-legal). Collection = DB export 2026-07-02 UNION snapshot verify-2026-09-10/arena-collection-0911.txt (2026-09-11) UNION the current deck decks/brawl/cabbage-merchant-current.txt (2026-09-18). Corpus = 2001 Cabbage Merchant decks (VPS, 2026-09-14).
# inc% = share of those decks running the card | lift = corpus lift vs baseline (higher = more commander-specific) | q = copies owned
# legality: legal = Brawl-legal per card DB | deck = in the current Arena Brawl deck (proven playable; DB may say otherwise) | side = in the current Arena sideboard pile (proven owned) | db:not_legal = owned but the card DB says not Brawl-legal (often stale for Arena-only additions; use only if you KNOW it is on Arena Brawl and flag it)
# inc% | lift | q | legality | name | cost | cmc | type | rarity | oracle

95.7 | 3.10 | 1 | deck | Peregrin Took | {2}{G} | 3 | Legendary Creature — Halfling Citizen | uncommon | If one or more tokens would be created under your control, those tokens plus an additional Food token are created instead. (It's an artifact with "{2}, {T}, Sacrifice this token: You gain 3 life.") Sacrifice three Foods: Draw a card.
5.6 | 1.02 | 1 | legal | Mox Amber | {0} | 0 | Legendary Artifact | mythic | {T}: Add one mana of any color among legendary creatures and planeswalkers you control.
5.1 | 2.51 | 4 | legal | Mirrormind Crown | {4} | 4 | Artifact — Equipment | rare | As long as this Equipment is attached to a creature, the first time you would create one or more tokens each turn, you may instead create that many tokens that are copies of equipped creature. Equip {2}
5.0 | 1.74 | 4 | legal | True Ancestry | {1}{G} | 2 | Sorcery — Lesson | uncommon | Return up to one target permanent card from your graveyard to your hand. Create a Clue token. (It's an artifact with "{2}, Sacrifice this token: Draw a card.")
5.0 | 1.79 | 1 | legal | God-Pharaoh's Statue | {6} | 6 | Legendary Artifact | uncommon | Spells your opponents cast cost {2} more to cast. At the beginning of your end step, each opponent loses 1 life.
5.0 | 0.77 | 1 | side | Hornet Nest | {2}{G} | 3 | Creature — Insect | rare | Defender (This creature can't attack.) Whenever this creature is dealt damage, create that many 1/1 green Insect creature tokens with flying and deathtouch. (Any amount of damage a creature with deathtouch deals to a creature is enough to destroy it.)
4.9 | -0.25 | 4 | deck | Shared Roots | {1}{G} | 2 | Sorcery — Lesson | uncommon | Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.
4.7 | -1.58 | 1 | side/db:not_legal | Sakura-Tribe Elder | {1}{G} | 2 | Creature — Snake Shaman | common | Sacrifice this creature: Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.
4.1 | -0.56 | 4 | legal | Badgermole Cub | {1}{G} | 2 | Creature — Badger Mole | mythic | When this creature enters, earthbend 1. (Target land you control becomes a 0/0 creature with haste that's still a land. Put a +1/+1 counter on it. When it dies or is exiled, return it to the battlefield tapped.) Whenever you tap a creature for mana, add an additional {G}.
4.0 | 2.25 | 1 | side | Orchard Strider | {4}{G}{G} | 6 | Creature — Treefolk | common | When this creature enters, create two Food tokens. (They're artifacts with "{2}, {T}, Sacrifice this token: You gain 3 life.") Basic landcycling {1}{G} ({1}{G}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)
3.9 | 2.91 | 4 | legal | Leaves from the Vine | {1}{G} | 2 | Enchantment — Saga | uncommon | (As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I — Mill three cards, then create a Food token. (It's an artifact with "{2}, {T}, Sacrifice this token: You gain 3 life.") II — Put a +1/+1 counter on each of up to two target creatures you control. III — Draw a card if there's a creature or Lesson card in your graveyard.
3.7 | -1.26 | 2 | legal | Fabled Passage |  | 0 | Land | rare | {T}, Sacrifice this land: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle. Then if you control four or more lands, untap that land.
3.6 | -1.18 | 1 | legal | Tyvar's Stand | {X}{G} | 1 | Instant | uncommon | Target creature you control gets +X/+X and gains hexproof and indestructible until end of turn. (It can't be the target of spells or abilities your opponents control. Damage and effects that say "destroy" don't destroy it.)
3.6 | 3.52 | 1 | legal | Eriette's Tempting Apple | {4} | 4 | Legendary Artifact — Food | uncommon | When Eriette's Tempting Apple enters, gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. {2}, {T}, Sacrifice Eriette's Tempting Apple: You gain 3 life. {2}, {T}, Sacrifice Eriette's Tempting Apple: Target opponent loses 3 life.
3.4 | -1.43 | 2 | legal | Growing Rites of Itlimoc // Itlimoc, Cradle of the Sun | {2}{G} | 3 | Legendary Enchantment // Legendary Land | rare | When Growing Rites of Itlimoc enters, look at the top four cards of your library. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in any order. At the beginning of your end step, if you control four or more creatures, transform Growing Rites of Itlimoc. // (Transforms from Growing Rites of Itlimoc.) {T}: Add {G}. {T}: Add {G} for each creature you control.
3.4 | -1.56 | 1 | deck | Ohran Frostfang | {3}{G}{G} | 5 | Snow Creature — Snake | rare | Attacking creatures you control have deathtouch. Whenever a creature you control deals combat damage to a player, draw a card.
3.3 | 1.51 | 2 | legal | Bakersbane Duo | {1}{G} | 2 | Creature — Squirrel Raccoon | common | When this creature enters, create a Food token. Whenever you expend 4, this creature gets +1/+1 until end of turn. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)
3.3 | -0.67 | 1 | legal | Enduring Vitality | {1}{G}{G} | 3 | Enchantment Creature — Elk Glimmer | rare | Vigilance Creatures you control have "{T}: Add one mana of any color." When Enduring Vitality dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)
3.3 | 1.84 | 2 | legal | Karn, the Great Creator | {4} | 4 | Legendary Planeswalker — Karn | mythic | Activated abilities of artifacts your opponents control can't be activated. +1: Until your next turn, up to one target noncreature artifact becomes an artifact creature with power and toughness each equal to its mana value. −2: You may reveal an artifact card you own from outside the game or choose a face-up artifact card you own in exile. Put that card into your hand.
3.2 | -0.13 | 2 | legal | Mithril Coat | {3} | 3 | Legendary Artifact — Equipment | rare | Flash Indestructible When Mithril Coat enters, attach it to target legendary creature you control. Equipped creature has indestructible. Equip {3}
3.1 | 0.57 | 1 | side | Spider-Ham, Peter Porker | {1}{G} | 2 | Legendary Creature — Spider Boar Hero | rare | When Spider-Ham enters, create a Food token. (It's an artifact with "{2}, {T}, Sacrifice this token: You gain 3 life.") Animal May-Ham — Other Spiders, Boars, Bats, Bears, Birds, Cats, Dogs, Frogs, Jackals, Lizards, Mice, Otters, Rabbits, Raccoons, Rats, Squirrels, Turtles, and Wolves you control get +1/+1.
3.0 | 1.81 | 4 | deck | Guac & Marshmallow Pizza | {G} | 1 | Artifact — Food | common | Flash When this artifact enters, target creature gets +2/+2 until end of turn. Untap it. {2}, {T}, Sacrifice this artifact: You gain 3 life.
2.9 | -1.19 | 4 | legal | Cavern of Souls |  | 0 | Land | mythic | As this land enters, choose a creature type. {T}: Add {C}. {T}: Add one mana of any color. Spend this mana only to cast a creature spell of the chosen type, and that spell can't be countered.
2.9 | 2.64 | 1 | legal | Curious Pair // Treats to Share | {1}{G} // {G} | 2 | Creature — Human Peasant // Sorcery — Adventure | common | Create a Food token. (Then exile this card. You may cast the creature later from exile. A Food token is an artifact with "{2}, {T}, Sacrifice this token: You gain 3 life.")
2.8 | -1.21 | 1 | legal | Nyxbloom Ancient | {4}{G}{G}{G} | 7 | Enchantment Creature — Elemental | mythic | Trample If you tap a permanent for mana, it produces three times as much of that mana instead.
2.8 | 2.29 | 1 | side/db:not_legal | Trudge Garden | {2}{G} | 3 | Enchantment | rare | Whenever you gain life, you may pay {2}. If you do, create a 4/4 green Fungus Beast creature token with trample.
2.7 | -1.06 | 1 | side | Regrowth | {1}{G} | 2 | Sorcery | uncommon | Return target card from your graveyard to your hand.
2.5 | -1.13 | 1 | legal | Burgeoning | {G} | 1 | Enchantment | rare | Whenever an opponent plays a land, you may put a land card from your hand onto the battlefield.
2.5 | -1.79 | 1 | deck | Nissa, Who Shakes the World | {3}{G}{G} | 5 | Legendary Planeswalker — Nissa | rare | Whenever you tap a Forest for mana, add an additional {G}. +1: Put three +1/+1 counters on up to one target noncreature land you control. Untap it. It becomes a 0/0 Elemental creature with vigilance and haste that's still a land. −8: You get an emblem with "Lands you control have indestructible." Search your library for any number of Forest cards, put them onto the battlefield tapped, then shuffle.
2.5 | 2.69 | 4 | legal | Omni-Cheese Pizza | {2} | 2 | Artifact — Food | common | When this artifact enters, draw a card. {1}, {T}, Sacrifice this artifact: Add one mana of any color. {2}, {T}, Sacrifice this artifact: You gain 3 life.
2.5 | -1.99 | 1 | legal | Tribute to the World Tree | {G}{G}{G} | 3 | Enchantment | rare | Whenever a creature you control enters, draw a card if its power is 3 or greater. Otherwise, put two +1/+1 counters on it.
2.4 | -1.85 | 2 | deck | Ghalta, Primal Hunger | {10}{G}{G} | 12 | Legendary Creature — Elder Dinosaur | rare | This spell costs {X} less to cast, where X is the total power of creatures you control. Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
2.3 | -0.65 | 3 | legal | Roaming Throne | {4} | 4 | Artifact Creature — Golem | rare | Ward {2} As this creature enters, choose a creature type. This creature is the chosen type in addition to its other types. If a triggered ability of another creature you control of the chosen type triggers, it triggers an additional time.
2.3 | -0.32 | 4 | deck | The Legend of Kyoshi // Avatar Kyoshi | {4}{G}{G} | 6 | Enchantment — Saga // Legendary Creature — Avatar | mythic | (As this Saga enters and after your draw step, add a lore counter.) I — Draw cards equal to the greatest power among creatures you control. II — Earthbend X, where X is the number of cards in your hand. That land becomes an Island in addition to its other types. III — Exile this Saga, then return it to the battlefield transformed under your control. // Lands you control have trample and hexproof. {T}: Add X mana of any one color, where X is the greatest power among creatures you control.
2.2 | -1.75 | 4 | legal | Return to Nature | {1}{G} | 2 | Instant | common | Choose one — • Destroy target artifact. • Destroy target enchantment. • Exile target card from a graveyard.
2.2 | 1.29 | 4 | legal | The Endstone | {7} | 7 | Legendary Artifact | mythic | Whenever you play a land or cast a spell, draw a card. At the beginning of your end step, your life total becomes half your starting life total, rounded up.
2.1 | -1.92 | 1 | legal | Rampaging Baloths | {4}{G}{G} | 6 | Creature — Beast | rare | Trample Landfall — Whenever a land you control enters, create a 4/4 green Beast creature token.
2.1 | -0.37 | 1 | legal | Shigeki, Jukai Visionary | {1}{G} | 2 | Legendary Enchantment Creature — Snake Druid | rare | {1}{G}, {T}, Return Shigeki to its owner's hand: Reveal the top four cards of your library. You may put a land card from among them onto the battlefield tapped. Put the rest into your graveyard. Channel — {X}{X}{G}{G}, Discard this card: Return X target nonlegendary cards from your graveyard to your hand.
2.1 | 0.75 | 4 | legal | The Walls of Ba Sing Se | {8} | 8 | Legendary Artifact Creature — Wall | mythic | Defender Other permanents you control have indestructible.
2.0 | -2.29 | 1 | legal | Reclamation Sage | {2}{G} | 3 | Creature — Elf Shaman | uncommon | When this creature enters, you may destroy target artifact or enchantment.
1.9 | 0.36 | 1 | legal | Darksteel Citadel |  | 0 | Artifact Land | uncommon | Indestructible {T}: Add {C}.
1.9 | -1.94 | 4 | legal | Evolving Wilds |  | 0 | Land | common | {T}, Sacrifice this land: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.
1.9 | -0.28 | 1 | legal | Farseek | {1}{G} | 2 | Sorcery | common | Search your library for a Plains, Island, Swamp, or Mountain card, put it onto the battlefield tapped, then shuffle.
1.9 | 0.98 | 2 | legal | Soul-Guide Lantern | {1} | 1 | Artifact | uncommon | When this artifact enters, exile target card from a graveyard. {T}, Sacrifice this artifact: Exile each opponent's graveyard. {1}, {T}, Sacrifice this artifact: Draw a card.
1.9 | -1.38 | 1 | legal | Scavenging Ooze | {1}{G} | 2 | Creature — Ooze | rare | {G}: Exile target card from a graveyard. If it was a creature card, put a +1/+1 counter on this creature and you gain 1 life.
1.8 | -2.25 | 1 | deck | Selvala, Heart of the Wilds | {1}{G}{G} | 3 | Legendary Creature — Elf Scout | mythic | Whenever another creature enters, its controller may draw a card if its power is greater than each other creature's power. {G}, {T}: Add X mana in any combination of colors, where X is the greatest power among creatures you control.
1.8 | -1.75 | 1 | deck | Forgotten Ancient | {3}{G} | 4 | Creature — Elemental | rare | Whenever a player casts a spell, you may put a +1/+1 counter on this creature. At the beginning of your upkeep, you may move any number of +1/+1 counters from this creature onto other creatures.
1.8 | -1.67 | 1 | legal | Bonders' Enclave |  | 0 | Land | rare | {T}: Add {C}. {3}, {T}: Draw a card. Activate only if you control a creature with power 4 or greater.
1.6 | 0.14 | 4 | legal | Conduit Pylons |  | 0 | Land — Desert | common | When this land enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.) {T}: Add {C}. {1}, {T}: Add one mana of any color.
1.6 | -1.96 | 4 | legal | Terramorphic Expanse |  | 0 | Land | common | {T}, Sacrifice this land: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.
1.6 | -0.80 | 1 | legal | Mind Stone | {2} | 2 | Artifact | uncommon | {T}: Add {C}. {1}, {T}, Sacrifice this artifact: Draw a card.
1.6 | -0.30 | 4 | legal | Raucous Audience | {1}{G} | 2 | Creature — Human Citizen | common | {T}: Add {G}. If you control a creature with power 4 or greater, add {G}{G} instead.
1.6 | -0.65 | 4 | legal | Secret Tunnel |  | 0 | Land — Cave | rare | This land can't be blocked. {T}: Add {C}. {4}, {T}: Two target creatures you control that share a creature type can't be blocked this turn.
1.6 | -1.56 | 1 | legal | Frenzied Baloth | {G}{G} | 2 | Creature — Beast | rare | This spell can't be countered. Trample, haste Creature spells you control can't be countered. Combat damage can't be prevented.
1.6 | -1.81 | 1 | legal | Mossborn Hydra | {2}{G} | 3 | Creature — Elemental Hydra | rare | Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.) This creature enters with a +1/+1 counter on it. Landfall — Whenever a land you control enters, double the number of +1/+1 counters on this creature.
